,strain,gene,hit_score,hit_id,description
229,Bradyrhizobium_neotropicale,rplB,447.4,NZ_LSEF01000121.1_41/1-276,Bradyrhizobium_neotropicale_rplB
230,Brevibacillus_agri,rplB,481.2,NZ_CP026363.1_282/1-275,Brevibacillus_agri_rplB
231,Brevibacillus_borstelensis,rplB,481.3,NZ_APBN01000017.1_38/1-275,Brevibacillus_borstelensis_rplB
232,Brevibacillus_brevis,rplB,481.3,NZ_LR134338.1_265/1-275,Brevibacillus_brevis_rplB
233,Brevibacillus_massiliensis,rplB,481.6,NZ_HE978551.1_39/1-275,Brevibacillus_massiliensis_rplB
234,Brevibacterium_casei,rplB,450.3,NZ_CP065682.1_1750/1-276,Brevibacterium_casei_rplB
235,Brevibacterium_epidermidis,rplB,447.5,NZ_BCSJ01000017.1_36/1-276,Brevibacterium_epidermidis_rplB
236,Brevibacterium_halotolerans,rplB,486.0,NZ_CP029364.1_1819/1-277,Brevibacterium_halotolerans_rplB
237,Brevibacterium_iodinum,rplB,449.3,NZ_UFTQ01000001.1_545/1-276,Brevibacterium_iodinum_rplB
238,Brevibacterium_linens,rplB,449.3,NZ_CP026734.1_1040/1-276,Brevibacterium_linens_rplB
239,Brevibacterium_massiliense,rplB,456.9,NZ_LQQC01000010.1_713/1-276,Brevibacterium_massiliense_rplB
240,Brevibacterium_ravenspurgense,rplB,456.9,NZ_LQQC01000010.1_713/1-276,Brevibacterium_ravenspurgense_rplB
241,Brevibacterium_sanguinis,rplB,449.6,NZ_QNRZ01000015.1_44/1-276,Brevibacterium_sanguinis_rplB
242,Brevibacterium_senegalense,rplB,449.7,NZ_HE978605.1_84/1-276,Brevibacterium_senegalense_rplB
243,Brevundimonas_aurantiaca,rplB,445.0,NZ_JAJGNC010000002.1_310/1-276,Brevundimonas_aurantiaca_rplB
244,Brevundimonas_bacteroides,rplB,440.7,NZ_JNIX01000015.1_47/1-275,Brevundimonas_bacteroides_rplB
245,Brevundimonas_bullata,rplB,444.3,NZ_QLLC01000047.1_20/1-276,Brevundimonas_bullata_rplB
246,Brevundimonas_diminuta,rplB,446.0,NZ_UIGE01000001.1_2079/1-276,Brevundimonas_diminuta_rplB
247,Brevundimonas_terrae,rplB,444.3,NZ_JAASQT010000003.1_339/1-276,Brevundimonas_terrae_rplB
248,Brevundimonas_vesicularis,rplB,444.4,NZ_CP022048.2_257/1-276,Brevundimonas_vesicularis_rplB
249,Brochothrix_thermosphacta,rplB,468.6,NZ_CP016839.1_1233/1-276,Brochothrix_thermosphacta_rplB
250,Bulleidia_extructa,rplB,453.4,NZ_ADFR01000002.1_181/1-276,Bulleidia_extructa_rplB
251,Burkholderia_arboris,rplB,470.0,NZ_JAIZSP010000014.1_20/1-274,Burkholderia_arboris_rplB
252,Burkholderia_cepacia,rplB,470.0,NZ_JAIZPY010000013.1_189/1-274,Burkholderia_cepacia_rplB
253,Butyricicoccus_pullicaecorum,rplB,457.9,NZ_NFKK01000004.1_174/1-276,Butyricicoccus_pullicaecorum_rplB
254,Butyricimonas-virosa-DSM-23226-MAF-2,rplB,441.9,1_1635/1-273,Butyricimonas-virosa-DSM-23226-MAF-2_rplB
255,Butyricimonas_faecihominis,rplB,441.9,NZ_JACIES010000007.1_42/1-273,Butyricimonas_faecihominis_rplB
256,Butyricimonas_paravirosa,rplB,442.1,NZ_BMPA01000005.1_216/1-273,Butyricimonas_paravirosa_rplB
257,Butyricimonas_synergistica,rplB,374.4,NZ_KB903360.1_214/1-223,Butyricimonas_synergistica_rplB
258,Butyrivibrio-crossotus-DSM-2876-MAF-2,rplB,461.0,1_2094/1-277,Butyrivibrio-crossotus-DSM-2876-MAF-2_rplB
259,Butyrivibrio_fibrisolvens,rplB,448.0,NZ_FQXK01000022.1_27/1-277,Butyrivibrio_fibrisolvens_rplB
260,Caldicoprobacter_faecalis,rplB,481.5,NZ_FOXR01000005.1_125/1-274,Caldicoprobacter_faecalis_rplB
261,Campylobacter_coli,rplB,435.3,NZ_CP046317.1_1422/1-275,Campylobacter_coli_rplB
262,Campylobacter_concisus,rplB,437.7,NZ_CP012541.1_1754/1-276,Campylobacter_concisus_rplB
263,Campylobacter_curvus,rplB,436.4,NZ_CP053826.1_1776/1-276,Campylobacter_curvus_rplB
264,Campylobacter_fetus,rplB,440.8,NC_008599.1_36/1-275,Campylobacter_fetus_rplB
265,Campylobacter_gracilis,rplB,436.2,NZ_CP012196.1_174/1-275,Campylobacter_gracilis_rplB
266,Campylobacter_hominis,rplB,438.4,NC_009714.1_78/1-275,Campylobacter_hominis_rplB
267,Campylobacter_hyointestinalis,rplB,442.0,NZ_CP053828.1_104/1-275,Campylobacter_hyointestinalis_rplB
268,Campylobacter_jejuni,rplB,435.2,NC_002163.1_1634/1-275,Campylobacter_jejuni_rplB
269,Campylobacter_lari,rplB,438.0,NC_012039.1_62/1-275,Campylobacter_lari_rplB
270,Campylobacter_rectus,rplB,441.5,NZ_CP012543.1_65/1-275,Campylobacter_rectus_rplB
271,Campylobacter_showae,rplB,440.3,NZ_CP012544.1_1936/1-275,Campylobacter_showae_rplB
272,Campylobacter_upsaliensis,rplB,436.2,NZ_CP053849.1_1607/1-275,Campylobacter_upsaliensis_rplB
273,Campylobacter_ureolyticus,rplB,440.1,NZ_KB894735.1_39/1-275,Campylobacter_ureolyticus_rplB
274,Capnocytophaga_granulosa,rplB,443.8,NZ_UFVE01000001.1_710/1-273,Capnocytophaga_granulosa_rplB
275,Capnocytophaga_ochracea,rplB,440.8,NC_013162.1_1145/1-274,Capnocytophaga_ochracea_rplB
276,Capnocytophaga_sputigena,rplB,440.8,NZ_CP022379.1_1805/1-274,Capnocytophaga_sputigena_rplB
277,Cardiobacterium_hominis,rplB,454.4,NZ_LR134365.1_738/1-276,Cardiobacterium_hominis_rplB
278,Carnobacterium_inhibens,rplB,458.2,NZ_JQIV01000006.1_1601/1-276,Carnobacterium_inhibens_rplB
279,Catabacter_hongkongensis,rplB,470.0,NZ_LLYX01000041.1_14/1-276,Catabacter_hongkongensis_rplB
280,Catenibacterium-mitsuokai-DSM-15897-MAF-2,rplB,459.5,1_622/1-276,Catenibacterium-mitsuokai-DSM-15897-MAF-2_rplB
281,Caulobacter_vibrioides,rplB,428.2,NC_011916.1_1264/1-277,Caulobacter_vibrioides_rplB
282,Cedecea_davisae,rplB,476.7,NZ_KE161030.1_3896/1-272,Cedecea_davisae_rplB
283,Cellulomonas_composti,rplB,458.2,NZ_BJWG01000016.1_37/1-276,Cellulomonas_composti_rplB
284,Cellulomonas_denverensis,rplB,456.5,NZ_BONL01000025.1_41/1-276,Cellulomonas_denverensis_rplB
285,Cellulomonas_massiliensis,rplB,457.1,NZ_CABKRU010000001.1_1524/1-276,Cellulomonas_massiliensis_rplB
286,Cellulosilyticum_lentocellum,rplB,457.9,NC_015275.1_3529/1-277,Cellulosilyticum_lentocellum_rplB
287,Cellulosimicrobium_cellulans,rplB,458.8,NZ_CP072387.1_2142/1-276,Cellulosimicrobium_cellulans_rplB
288,Cetobacterium_somerae,rplB,428.8,NZ_KI518192.1_5/1-276,Cetobacterium_somerae_rplB
289,Christensenella_minuta,rplB,470.9,NZ_CP029256.1_1989/1-276,Christensenella_minuta_rplB
290,Chryseobacterium_hominis,rplB,436.1,NZ_RJTU01000065.1_22/1-273,Chryseobacterium_hominis_rplB
291,Citrobacter_amalonaticus,rplB,477.6,NZ_CP014070.2_99/1-272,Citrobacter_amalonaticus_rplB
292,Citrobacter_braakii,rplB,476.3,NZ_CP045771.1_1250/1-272,Citrobacter_braakii_rplB
293,Citrobacter_farmeri,rplB,477.6,NZ_RHWV01000013.1_10/1-272,Citrobacter_farmeri_rplB
294,Citrobacter_freundii,rplB,476.2,NZ_CP033744.1_2121/1-272,Citrobacter_freundii_rplB
295,Citrobacter_gillenii,rplB,476.0,NZ_QVEK01000025.1_38/1-272,Citrobacter_gillenii_rplB
296,Citrobacter_koseri,rplB,477.6,NC_009792.1_3929/1-272,Citrobacter_koseri_rplB
297,Citrobacter_murliniae,rplB,476.2,NZ_QFVP01000025.1_9/1-272,Citrobacter_murliniae_rplB
298,Citrobacter_pasteurii,rplB,476.2,NZ_CP077262.1_619/1-272,Citrobacter_pasteurii_rplB
299,Citrobacter_sedlakii,rplB,477.6,NZ_CP071070.1_440/1-272,Citrobacter_sedlakii_rplB
300,Citrobacter_werkmanii,rplB,476.0,NZ_CP044101.1_4269/1-272,Citrobacter_werkmanii_rplB
301,Citrobacter_youngae,rplB,476.2,NZ_LR134485.1_378/1-272,Citrobacter_youngae_rplB
302,Cloacibacillus_evryensis,rplB,448.5,NZ_KK073872.1_980/1-273,Cloacibacillus_evryensis_rplB
303,Cloacibacillus_porcorum,rplB,448.6,NZ_CP016757.1_1019/1-273,Cloacibacillus_porcorum_rplB
304,Cloacibacterium_normanense,rplB,439.1,NZ_CP034157.1_2502/1-273,Cloacibacterium_normanense_rplB
305,Clostridioides_difficile,rplB,463.7,NZ_CP076401.1_81/1-275,Clostridioides_difficile_rplB
306,Clostridium-scindens-ATCC-35704-MAF-2,rplB,464.1,1_2975/1-277,Clostridium-scindens-ATCC-35704-MAF-2_rplB
307,Clostridium-sp-M62-1-MAF-2,rplB,459.4,1_480/1-278,Clostridium-sp-M62-1-MAF-2_rplB
308,Clostridium-spiroforme-DSM-1552-MAF-2,rplB,463.9,1_2228/1-276,Clostridium-spiroforme-DSM-1552-MAF-2_rplB
309,Clostridium_acetobutylicum,rplB,464.2,NC_015687.1_3101/1-276,Clostridium_acetobutylicum_rplB
310,Clostridium_aldenense,rplB,450.2,NZ_QSGP01000008.1_215/1-278,Clostridium_aldenense_rplB
311,Clostridium_aminovalericum,rplB,468.4,NZ_OAOG01000016.1_74/1-278,Clostridium_aminovalericum_rplB
312,Clostridium_asparagiforme,rplB,449.9,NZ_QSBM01000020.1_69/1-278,Clostridium_asparagiforme_rplB
313,Clostridium_baratii,rplB,466.0,NZ_CP014204.2_239/1-277,Clostridium_baratii_rplB
314,Clostridium_bartlettii,rplB,462.7,NZ_CABIXZ010000009.1_6/1-275,Clostridium_bartlettii_rplB
315,Clostridium_beijerinckii,rplB,462.7,NZ_CP073653.1_157/1-276,Clostridium_beijerinckii_rplB
316,Clostridium_bifermentans,rplB,463.4,NZ_CP079737.1_60/1-275,Clostridium_bifermentans_rplB
317,Clostridium_bolteae,rplB,453.3,NZ_CP022464.2_5088/1-278,Clostridium_bolteae_rplB
318,Clostridium_botulinum,rplB,463.8,NC_009495.1_3378/1-276,Clostridium_botulinum_rplB
319,Clostridium_butyricum,rplB,463.8,NZ_CP013239.1_179/1-275,Clostridium_butyricum_rplB
320,Clostridium_cadaveris,rplB,466.6,NZ_CP076620.1_3045/1-276,Clostridium_cadaveris_rplB
321,Clostridium_celatum,rplB,468.8,NZ_JADMVG010000026.1_34/1-276,Clostridium_celatum_rplB
322,Clostridium_cellobioparum,rplB,473.3,NZ_JHYD01000002.1_23/1-277,Clostridium_cellobioparum_rplB
323,Clostridium_chauvoei,rplB,471.2,NZ_CP018630.1_205/1-276,Clostridium_chauvoei_rplB
324,Clostridium_citroniae,rplB,449.0,NZ_FOZH01000012.1_85/1-278,Clostridium_citroniae_rplB
325,Clostridium_clariflavum,rplB,488.8,NC_016627.1_3890/1-277,Clostridium_clariflavum_rplB
326,Clostridium_cochlearium,rplB,464.9,NZ_LT906477.1_2181/1-275,Clostridium_cochlearium_rplB
327,Clostridium_cocleatum,rplB,463.8,NZ_FOIN01000002.1_154/1-276,Clostridium_cocleatum_rplB
328,Clostridium_difficile,rplB,463.7,NZ_CP076401.1_81/1-275,Clostridium_difficile_rplB
329,Clostridium_disporicum,rplB,472.8,NZ_CYZX01000018.1_36/1-276,Clostridium_disporicum_rplB
330,Clostridium_fallax,rplB,474.0,NZ_FQVM01000003.1_56/1-276,Clostridium_fallax_rplB
331,Clostridium_felsineum,rplB,464.0,NZ_CP096980.1_753/1-276,Clostridium_felsineum_rplB
332,Clostridium_glycolicum,rplB,462.2,NZ_AUUB01000018.1_43/1-275,Clostridium_glycolicum_rplB
333,Clostridium_glycyrrhizinilyticum,rplB,461.5,NZ_JADMSO010000001.1_223/1-277,Clostridium_glycyrrhizinilyticum_rplB
334,Clostridium_hathewayi,rplB,455.2,NZ_WNME01000010.1_91/1-279,Clostridium_hathewayi_rplB
335,Clostridium_hiranonis,rplB,463.5,NZ_CP036523.1_48/1-275,Clostridium_hiranonis_rplB
336,Clostridium_hylemonae,rplB,464.4,NZ_SPFR01000017.1_84/1-277,Clostridium_hylemonae_rplB
337,Clostridium_indolis,rplB,449.6,NZ_AZUI01000001.1_907/1-280,Clostridium_indolis_rplB
338,Clostridium_innocuum,rplB,474.8,NZ_CP048838.1_748/1-276,Clostridium_innocuum_rplB
339,Clostridium_irregulare,rplB,464.5,NZ_FQWX01000032.1_6/1-275,Clostridium_irregulare_rplB
340,Clostridium_lactatifermentans,rplB,460.6,NZ_JADCKK010000047.1_27/1-275,Clostridium_lactatifermentans_rplB
341,Clostridium_lavalense,rplB,449.9,NZ_CABJCG010000010.1_183/1-278,Clostridium_lavalense_rplB
342,Clostridium_lituseburense,rplB,464.2,NZ_FNGW01000018.1_34/1-275,Clostridium_lituseburense_rplB
343,Clostridium_methoxybenzovorans,rplB,449.6,NZ_ATXD01000011.1_334/1-280,Clostridium_methoxybenzovorans_rplB
344,Clostridium_neonatale,rplB,466.7,NZ_UICR01000001.1_179/1-275,Clostridium_neonatale_rplB
345,Clostridium_nexile,rplB,463.0,NZ_JAAIUD010000004.1_96/1-277,Clostridium_nexile_rplB
346,Clostridium_paraputrificum,rplB,473.7,NZ_AUJC01000011.1_6/1-276,Clostridium_paraputrificum_rplB
347,Clostridium_perfringens,rplB,470.8,NZ_CP075979.1_2583/1-276,Clostridium_perfringens_rplB
348,Clostridium_populeti,rplB,465.5,NZ_FOYZ01000002.1_233/1-277,Clostridium_populeti_rplB
349,Clostridium_putrefaciens,rplB,462.8,NZ_UFWZ01000001.1_2511/1-276,Clostridium_putrefaciens_rplB
350,Clostridium_ramosum,rplB,464.1,NZ_CP068170.1_3031/1-276,Clostridium_ramosum_rplB
351,Clostridium_rectum,rplB,430.9,NZ_CAEUHP010000001.1_1064/1-275,Clostridium_rectum_rplB
352,Clostridium_saccharogumia,rplB,465.6,NZ_JMLH01000039.1_5/1-276,Clostridium_saccharogumia_rplB
353,Clostridium_saccharoperbutylacetonicum,rplB,460.5,NC_020291.1_164/1-276,Clostridium_saccharoperbutylacetonicum_rplB
354,Clostridium_sardiniense,rplB,466.9,NZ_JAIKTU010000003.1_268/1-277,Clostridium_sardiniense_rplB
355,Clostridium_sartagoforme,rplB,474.2,NZ_SRYR01000004.1_19/1-276,Clostridium_sartagoforme_rplB
356,Clostridium_senegalense,rplB,469.6,NZ_JAHLNC010000004.1_211/1-276,Clostridium_senegalense_rplB
357,Clostridium_septicum,rplB,471.6,NZ_CP023671.1_1757/1-276,Clostridium_septicum_rplB
358,Clostridium_sordellii,rplB,462.9,NZ_CP014150.1_60/1-275,Clostridium_sordellii_rplB
359,Clostridium_sphenoides,rplB,450.0,NZ_UFXF01000001.1_603/1-280,Clostridium_sphenoides_rplB
360,Clostridium_sporogenes,rplB,463.7,NZ_CP084662.1_217/1-276,Clostridium_sporogenes_rplB
361,Clostridium_sticklandii,rplB,465.9,NC_014614.1_2174/1-275,Clostridium_sticklandii_rplB
362,Clostridium_symbiosum,rplB,458.0,NZ_VWSY01000001.1_1101/1-279,Clostridium_symbiosum_rplB
363,Clostridium_tertium,rplB,472.7,NZ_CABKOG010000003.1_2952/1-276,Clostridium_tertium_rplB
364,Clostridium_tyrobutyricum,rplB,465.0,NZ_CP014170.1_2805/1-276,Clostridium_tyrobutyricum_rplB
365,Clostridium_ventriculi,rplB,468.1,NZ_CABIXL010000007.1_6/1-276,Clostridium_ventriculi_rplB
366,Clostridium_vincentii,rplB,462.2,NZ_PVXQ01000006.1_6/1-276,Clostridium_vincentii_rplB
367,Collinsella-stercoris-DSM-13279-MAF-2,rplB,452.9,1_1324/1-275,Collinsella-stercoris-DSM-13279-MAF-2_rplB
368,Collinsella_aerofaciens,rplB,458.9,NZ_CP024160.1_1014/1-275,Collinsella_aerofaciens_rplB
369,Collinsella_intestinalis,rplB,452.6,NZ_CABWIC010000007.1_41/1-275,Collinsella_intestinalis_rplB
370,Collinsella_tanakaei,rplB,462.8,NZ_JH126473.1_56/1-275,Collinsella_tanakaei_rplB
371,Comamonas_denitrificans,rplB,452.8,NZ_JAFNME010000004.1_81/1-273,Comamonas_denitrificans_rplB
372,Comamonas_kerstersii,rplB,447.8,NZ_CP020121.1_949/1-273,Comamonas_kerstersii_rplB
373,Comamonas_terrigena,rplB,451.3,NZ_PDEA01000001.1_807/1-273,Comamonas_terrigena_rplB
374,Comamonas_testosteroni,rplB,451.6,NZ_CP067086.1_964/1-273,Comamonas_testosteroni_rplB
375,Comamonas_thiooxydans,rplB,451.6,NZ_AP025193.1_313/1-273,Comamonas_thiooxydans_rplB
376,Coprobacillus_cateniformis,rplB,462.0,NZ_AKCB01000001.1_2621/1-276,Coprobacillus_cateniformis_rplB
377,Coprobacter_fastidiosus,rplB,438.5,NZ_RBXN01000003.1_282/1-273,Coprobacter_fastidiosus_rplB
378,Coprobacter_secundus,rplB,436.9,NZ_AP023322.1_2110/1-273,Coprobacter_secundus_rplB
379,Coprococcus-comes-ATCC-27758-MAF-2,rplB,462.0,1_493/1-276,Coprococcus-comes-ATCC-27758-MAF-2_rplB
380,Coprococcus-eutactus-ATCC-27759-MAF-2,rplB,465.0,1_2035/1-279,Coprococcus-eutactus-ATCC-27759-MAF-2_rplB
381,Coprococcus_catus,rplB,463.9,NZ_JAAXCM010000049.1_69/1-276,Coprococcus_catus_rplB
382,Corynebacterium_afermentans,rplB,454.7,NZ_JADKMZ010000007.1_69/1-276,Corynebacterium_afermentans_rplB
383,Corynebacterium_ammoniagenes,rplB,459.7,NZ_LR698967.1_487/1-276,Corynebacterium_ammoniagenes_rplB
384,Corynebacterium_amycolatum,rplB,465.9,NZ_CP068168.1_1829/1-278,Corynebacterium_amycolatum_rplB
385,Corynebacterium_appendicis,rplB,458.2,NZ_FTOF01000005.1_13/1-276,Corynebacterium_appendicis_rplB
386,Corynebacterium_aurimucosum,rplB,464.7,NC_012590.1_405/1-276,Corynebacterium_aurimucosum_rplB
387,Corynebacterium_coyleae,rplB,455.8,NZ_FNRU01000002.1_1347/1-276,Corynebacterium_coyleae_rplB
388,Corynebacterium_durum,rplB,457.8,NZ_KB290827.1_217/1-278,Corynebacterium_durum_rplB
389,Corynebacterium_freneyi,rplB,466.6,NZ_JAGINY010000001.1_2273/1-278,Corynebacterium_freneyi_rplB
390,Corynebacterium_glaucum,rplB,460.0,NZ_CP019688.1_361/1-276,Corynebacterium_glaucum_rplB
391,Corynebacterium_glucuronolyticum,rplB,462.8,NZ_CP068162.1_2169/1-278,Corynebacterium_glucuronolyticum_rplB
392,Corynebacterium_kroppenstedtii,rplB,456.5,NC_012704.1_1847/1-278,Corynebacterium_kroppenstedtii_rplB
393,Corynebacterium_minutissimum,rplB,466.1,NZ_LS483460.1_2095/1-276,Corynebacterium_minutissimum_rplB
394,Corynebacterium_mucifaciens,rplB,456.4,NZ_JAAXPF010000003.1_94/1-276,Corynebacterium_mucifaciens_rplB
395,Corynebacterium_propinquum,rplB,455.1,NZ_CP068161.1_729/1-276,Corynebacterium_propinquum_rplB
396,Corynebacterium_pseudodiphthericum,rplB,456.3,NZ_JIAH01000005.1_234/1-276,Corynebacterium_pseudodiphthericum_rplB
397,Corynebacterium_sanguinis,rplB,458.0,NZ_CP038157.1_480/1-277,Corynebacterium_sanguinis_rplB
398,Corynebacterium_simulans,rplB,464.1,NZ_CP014635.1_1050/1-276,Corynebacterium_simulans_rplB
399,Corynebacterium_striatum,rplB,464.6,NZ_CP068158.1_984/1-276,Corynebacterium_striatum_rplB
400,Corynebacterium_tuberculostearicum,rplB,463.0,NZ_CP068156.1_1406/1-276,Corynebacterium_tuberculostearicum_rplB
401,Corynebacterium_ulcerans,rplB,459.2,NZ_CP009716.1_399/1-278,Corynebacterium_ulcerans_rplB
402,Corynebacterium_ureicelerivorans,rplB,456.4,NZ_CP009215.1_303/1-276,Corynebacterium_ureicelerivorans_rplB
403,Corynebacterium_xerosis,rplB,462.5,NZ_CP032788.1_1448/1-278,Corynebacterium_xerosis_rplB
404,Cronobacter_sakazakii,rplB,477.6,NZ_CP027107.1_3452/1-272,Cronobacter_sakazakii_rplB
405,Cryptobacterium_curtum,rplB,473.9,NC_013170.1_958/1-275,Cryptobacterium_curtum_rplB
406,Cupriavidus_metallidurans,rplB,444.8,NZ_FYAX01000043.1_28/1-275,Cupriavidus_metallidurans_rplB
407,Curtobacterium_flaccumfaciens,rplB,458.9,NZ_CP071883.1_3274/1-277,Curtobacterium_flaccumfaciens_rplB
408,Cutibacterium_acnes,rplB,461.5,NC_021085.1_1846/1-277,Cutibacterium_acnes_rplB
409,Cytophaga_hutchinsonii,rplB,439.0,NC_008255.1_3101/1-276,Cytophaga_hutchinsonii_rplB
410,Deinococcus_reticulitermitis,rplB,448.1,NZ_FNZA01000018.1_6/1-275,Deinococcus_reticulitermitis_rplB
411,Deinococcus_wulumuqiensis,rplB,448.3,NZ_CP049357.1_1986/1-275,Deinococcus_wulumuqiensis_rplB
412,Delftia_acidovorans,rplB,451.2,NZ_KN046795.1_5827/1-273,Delftia_acidovorans_rplB
413,Delftia_lacustris,rplB,451.2,NZ_CP065748.1_4777/1-273,Delftia_lacustris_rplB
414,Dermabacter_hominis,rplB,455.9,NZ_BCSI01000001.1_197/1-276,Dermabacter_hominis_rplB
415,Dermacoccus_nishinomiyaensis,rplB,459.7,NZ_CP008889.1_731/1-276,Dermacoccus_nishinomiyaensis_rplB
416,Desemzia_incerta,rplB,466.9,NZ_FOXW01000007.1_74/1-276,Desemzia_incerta_rplB
417,Desulfitobacterium_frappieri,rplB,481.8,NC_011830.1_426/1-275,Desulfitobacterium_frappieri_rplB
418,Desulfovibrio_desulfuricans,rplB,452.6,NZ_CP072608.1_835/1-281,Desulfovibrio_desulfuricans_rplB
419,Desulfovibrio_fairfieldensis,rplB,455.2,NZ_CP014229.1_2010/1-281,Desulfovibrio_fairfieldensis_rplB
420,Desulfovibrio_legallii,rplB,453.1,NZ_SIXC01000002.1_73/1-281,Desulfovibrio_legallii_rplB
421,Desulfovibrio_piger,rplB,463.9,NZ_CABKOD010000039.1_753/1-275,Desulfovibrio_piger_rplB
422,Devosia_chinhatensis,rplB,441.1,NZ_JZEY01000054.1_1532/1-277,Devosia_chinhatensis_rplB
423,Devosia_limi,rplB,440.4,NZ_FQVC01000002.1_175/1-277,Devosia_limi_rplB
424,Devosia_riboflavina,rplB,435.7,NZ_JQGC01000005.1_73/1-277,Devosia_riboflavina_rplB
425,Dialister_invisus,rplB,467.8,NZ_GG698602.1_858/1-275,Dialister_invisus_rplB
426,Dialister_pneumosintes,rplB,469.2,NZ_QWKU01000001.1_449/1-275,Dialister_pneumosintes_rplB
427,Dialister_succinatiphilus,rplB,473.8,NZ_JH591188.1_262/1-275,Dialister_succinatiphilus_rplB
428,Dielma_fastidiosa,rplB,474.9,NZ_QRQL01000010.1_24/1-276,Dielma_fastidiosa_rplB
429,Dietzia_cercidiphylli,rplB,454.7,NZ_JAALEA010000375.1_13/1-276,Dietzia_cercidiphylli_rplB
430,Dietzia_cinnamea,rplB,453.8,NZ_BCSW01000009.1_31/1-276,Dietzia_cinnamea_rplB
431,Dietzia_kunjamensis,rplB,454.4,NZ_FXTG01000001.1_820/1-276,Dietzia_kunjamensis_rplB
432,Dietzia_maris,rplB,454.4,NZ_QNTT01000047.1_12/1-276,Dietzia_maris_rplB
433,Dietzia_natronolimnaea,rplB,454.8,NZ_NTGA01000011.1_32/1-276,Dietzia_natronolimnaea_rplB
434,Dorea-formicigenerans-ATCC-27755-MAF-2,rplB,465.2,1_328/1-277,Dorea-formicigenerans-ATCC-27755-MAF-2_rplB
435,Dorea-longicatena-DSM-13814-MAF-2,rplB,464.8,1_443/1-277,Dorea-longicatena-DSM-13814-MAF-2_rplB
436,Dyadobacter_beijingensis,rplB,433.0,NZ_KB907787.1_377/1-274,Dyadobacter_beijingensis_rplB
437,Dyadobacter_fermentans,rplB,433.6,NC_013037.1_4388/1-274,Dyadobacter_fermentans_rplB
438,Dysgonomonas_capnocytophagoides,rplB,429.6,NZ_SOML01000009.1_70/1-273,Dysgonomonas_capnocytophagoides_rplB
439,Dysgonomonas_gadei,rplB,430.4,NZ_GL891985.1_180/1-273,Dysgonomonas_gadei_rplB
440,Edwardsiella_tarda,rplB,477.5,NZ_CP023706.1_1773/1-273,Edwardsiella_tarda_rplB
441,Eggerthella_lenta,rplB,475.7,NZ_CP089331.1_2068/1-275,Eggerthella_lenta_rplB
442,Eggerthella_sinensis,rplB,477.3,NZ_PPTT01000025.1_6/1-275,Eggerthella_sinensis_rplB
443,Eggerthia_catenaformis,rplB,460.0,NZ_KB446647.1_79/1-276,Eggerthia_catenaformis_rplB
444,Eikenella_corrodens,rplB,460.3,NZ_LT906482.1_1164/1-275,Eikenella_corrodens_rplB
445,Eisenbergiella_tayi,rplB,455.8,NZ_MCGI01000003.1_245/1-277,Eisenbergiella_tayi_rplB
446,Empedobacter_falsenii,rplB,419.9,NZ_CP040908.1_412/1-273,Empedobacter_falsenii_rplB
447,Enhydrobacter_aerosaccus,rplB,449.7,NZ_FUWJ01000006.1_6/1-274,Enhydrobacter_aerosaccus_rplB
448,Ensifer_morelensis,rplB,450.9,NZ_CP015880.1_1102/1-277,Ensifer_morelensis_rplB
449,Enterobacter_aerogenes,rplB,476.2,NZ_CP041925.1_409/1-272,Enterobacter_aerogenes_rplB
450,Enterobacter_asburiae,rplB,476.6,NZ_AP019632.1_3858/1-272,Enterobacter_asburiae_rplB
451,Enterobacter_cancerogenus,rplB,476.7,NZ_CP081105.1_4136/1-272,Enterobacter_cancerogenus_rplB
452,Enterobacter_cloacae,rplB,476.6,NZ_CP009756.1_4097/1-272,Enterobacter_cloacae_rplB
453,Enterobacter_hormaechei,rplB,476.6,NZ_CP077392.1_1204/1-272,Enterobacter_hormaechei_rplB
454,Enterobacter_ludwigii,rplB,476.6,NZ_CP017279.1_2649/1-272,Enterobacter_ludwigii_rplB
455,Enterobacter_massiliensis,rplB,476.3,NZ_CABKSF010000004.1_484/1-272,Enterobacter_massiliensis_rplB
456,Enterobacter_muelleri,rplB,476.6,NZ_AP019632.1_3858/1-272,Enterobacter_muelleri_rplB
457,Enterocloster-asparagiformis-DSM-15981-MAF-2,rplB,449.9,1_4769/1-278,Enterocloster-asparagiformis-DSM-15981-MAF-2_rplB
458,Enterocloster-bolteae-ATCC-BAA-613-MAF-2,rplB,453.3,1_5093/1-278,Enterocloster-bolteae-ATCC-BAA-613-MAF-2_rplB
459,Enterococcus_asini,rplB,478.9,NZ_ASVU01000001.1_892/1-276,Enterococcus_asini_rplB
460,Enterococcus_avium,rplB,479.5,NZ_NBSL01000002.1_2373/1-276,Enterococcus_avium_rplB
461,Enterococcus_caccae,rplB,473.4,NZ_KB946332.1_423/1-275,Enterococcus_caccae_rplB
462,Enterococcus_casseliflavus,rplB,481.0,NC_020995.1_238/1-276,Enterococcus_casseliflavus_rplB
463,Enterococcus_cecorum,rplB,481.0,NZ_LS483306.1_223/1-276,Enterococcus_cecorum_rplB
464,Enterococcus_dispar,rplB,478.8,NZ_KE136354.1_2332/1-276,Enterococcus_dispar_rplB
465,Enterococcus_durans,rplB,478.9,NZ_CP022930.1_994/1-276,Enterococcus_durans_rplB
466,Enterococcus_faecalis,rplB,479.1,NZ_KB944666.1_372/1-275,Enterococcus_faecalis_rplB
