,strain,gene,hit_score,hit_id,description
2824,Blautia-obeum-ATCC-29174-MAF-2,buk,86.2,1_1985/2-22,Blautia-obeum-ATCC-29174-MAF-2_buk
2825,Blautia-obeum-ATCC-29174-MAF-2,gcdA,79.0,1_1811/8-415,Blautia-obeum-ATCC-29174-MAF-2_gcdA
2826,Blautia-obeum-ATCC-29174-MAF-2,hbd,36.3,1_2404/1-93,Blautia-obeum-ATCC-29174-MAF-2_hbd
2827,Blautia-obeum-ATCC-29174-MAF-2,hgdA,53.2,1_472/38-419,Blautia-obeum-ATCC-29174-MAF-2_hgdA
2828,Blautia-obeum-ATCC-29174-MAF-2,hgdB,22.1,1_473/220-280,Blautia-obeum-ATCC-29174-MAF-2_hgdB
2829,Blautia-obeum-ATCC-29174-MAF-2,hgdC,313.6,1_473/295-547,Blautia-obeum-ATCC-29174-MAF-2_hgdC
2830,Blautia-obeum-ATCC-29174-MAF-2,kal,19.1,1_323/82-116,Blautia-obeum-ATCC-29174-MAF-2_kal
2831,Blautia-obeum-ATCC-29174-MAF-2,kamA,17.7,1_1833/151-254,Blautia-obeum-ATCC-29174-MAF-2_kamA
2832,Blautia-obeum-ATCC-29174-MAF-2,kdd,15.8,1_2652/109-136,Blautia-obeum-ATCC-29174-MAF-2_kdd
2833,Blautia-obeum-ATCC-29174-MAF-2,ptb,102.2,1_1986/3-333,Blautia-obeum-ATCC-29174-MAF-2_ptb
2834,Blautia-obeum-ATCC-29174-MAF-2,thl,50.7,1_274/76-111,Blautia-obeum-ATCC-29174-MAF-2_thl
2835,Blautia-sp-KLE-1732-MAF-2,abfH,172.0,1_953/69-380,Blautia-sp-KLE-1732-MAF-2_abfH
2836,Blautia-sp-KLE-1732-MAF-2,abfT,13.8,1_1791/17-126,Blautia-sp-KLE-1732-MAF-2_abfT
2837,Blautia-sp-KLE-1732-MAF-2,bcd,46.8,1_3240/263-393,Blautia-sp-KLE-1732-MAF-2_bcd
2838,Blautia-sp-KLE-1732-MAF-2,buk,77.9,1_1458/102-336,Blautia-sp-KLE-1732-MAF-2_buk
2839,Blautia-sp-KLE-1732-MAF-2,gcdA,84.7,1_1928/4-458,Blautia-sp-KLE-1732-MAF-2_gcdA
2840,Blautia-sp-KLE-1732-MAF-2,hbd,37.2,1_1143/1-93,Blautia-sp-KLE-1732-MAF-2_hbd
2841,Blautia-sp-KLE-1732-MAF-2,hgdA,65.1,1_3220/54-425,Blautia-sp-KLE-1732-MAF-2_hgdA
2842,Blautia-sp-KLE-1732-MAF-2,hgdB,32.7,1_3220/75-419,Blautia-sp-KLE-1732-MAF-2_hgdB
2843,Blautia-sp-KLE-1732-MAF-2,hgdC,296.3,1_3219/303-563,Blautia-sp-KLE-1732-MAF-2_hgdC
2844,Blautia-sp-KLE-1732-MAF-2,kal,16.7,1_1338/28-100,Blautia-sp-KLE-1732-MAF-2_kal
2845,Blautia-sp-KLE-1732-MAF-2,kamA,17.2,1_3387/92-154,Blautia-sp-KLE-1732-MAF-2_kamA
2846,Blautia-sp-KLE-1732-MAF-2,kamE,25.4,1_2056/115-196,Blautia-sp-KLE-1732-MAF-2_kamE
2847,Blautia-sp-KLE-1732-MAF-2,kdd,20.9,1_2828/105-132,Blautia-sp-KLE-1732-MAF-2_kdd
2848,Blautia-sp-KLE-1732-MAF-2,ptb,102.6,1_1457/3-333,Blautia-sp-KLE-1732-MAF-2_ptb
2849,Blautia-sp-KLE-1732-MAF-2,thl,43.4,1_586/148-191,Blautia-sp-KLE-1732-MAF-2_thl
2850,Blautia-wexlerae-DSM-19850-MAF-2,abfH,155.8,1_3132/70-308,Blautia-wexlerae-DSM-19850-MAF-2_abfH
2851,Blautia-wexlerae-DSM-19850-MAF-2,abfT,23.1,1_3671/15-127,Blautia-wexlerae-DSM-19850-MAF-2_abfT
2852,Blautia-wexlerae-DSM-19850-MAF-2,buk,77.0,1_1435/203-365,Blautia-wexlerae-DSM-19850-MAF-2_buk
2853,Blautia-wexlerae-DSM-19850-MAF-2,gcdA,87.6,1_1572/9-456,Blautia-wexlerae-DSM-19850-MAF-2_gcdA
2854,Blautia-wexlerae-DSM-19850-MAF-2,hbd,22.7,1_1571/381-414,Blautia-wexlerae-DSM-19850-MAF-2_hbd
2855,Blautia-wexlerae-DSM-19850-MAF-2,hgdA,54.6,1_2308/74-418,Blautia-wexlerae-DSM-19850-MAF-2_hgdA
2856,Blautia-wexlerae-DSM-19850-MAF-2,hgdB,23.1,1_2307/218-282,Blautia-wexlerae-DSM-19850-MAF-2_hgdB
2857,Blautia-wexlerae-DSM-19850-MAF-2,hgdC,310.3,1_2307/302-554,Blautia-wexlerae-DSM-19850-MAF-2_hgdC
2858,Blautia-wexlerae-DSM-19850-MAF-2,kamA,22.2,1_799/189-283,Blautia-wexlerae-DSM-19850-MAF-2_kamA
2859,Blautia-wexlerae-DSM-19850-MAF-2,kamE,22.6,1_4138/116-194,Blautia-wexlerae-DSM-19850-MAF-2_kamE
2860,Blautia-wexlerae-DSM-19850-MAF-2,kdd,15.3,1_1047/180-303,Blautia-wexlerae-DSM-19850-MAF-2_kdd
2861,Blautia-wexlerae-DSM-19850-MAF-2,ptb,99.5,1_1434/5-333,Blautia-wexlerae-DSM-19850-MAF-2_ptb
2862,Blautia-wexlerae-DSM-19850-MAF-2,thl,54.4,1_2778/74-108,Blautia-wexlerae-DSM-19850-MAF-2_thl
2863,Blautia_coccoides,abfD,888.5,NZ_UFVT01000001.1_3007/1-484,Blautia_coccoides_abfD
2864,Blautia_coccoides,abfH,150.8,NZ_UFVT01000001.1_2232/28-382,Blautia_coccoides_abfH
2865,Blautia_coccoides,atoA,28.0,NZ_UFVT01000001.1_5327/321-428,Blautia_coccoides_atoA
2866,Blautia_coccoides,bcd,625.4,NZ_UFVT01000001.1_3003/6-376,Blautia_coccoides_bcd
2867,Blautia_coccoides,buk,491.2,NZ_UFVT01000001.1_3499/2-353,Blautia_coccoides_buk
2868,Blautia_coccoides,cro,438.7,NZ_UFVT01000001.1_3005/5-257,Blautia_coccoides_cro
2869,Blautia_coccoides,gcdA,105.1,NZ_UFVT01000001.1_839/3-144,Blautia_coccoides_gcdA
2870,Blautia_coccoides,hbd,408.5,NZ_UFVT01000001.1_3004/1-277,Blautia_coccoides_hbd
2871,Blautia_coccoides,hgdA,27.1,NZ_UFVT01000001.1_1332/100-206,Blautia_coccoides_hgdA
2872,Blautia_coccoides,hgdB,70.5,NZ_UFVT01000001.1_1332/13-389,Blautia_coccoides_hgdB
2873,Blautia_coccoides,hgdC,242.9,NZ_UFVT01000001.1_1330/4-262,Blautia_coccoides_hgdC
2874,Blautia_coccoides,kamA,369.9,NZ_UFVT01000001.1_3463/2-342,Blautia_coccoides_kamA
2875,Blautia_coccoides,kamE,39.8,NZ_UFVT01000001.1_1936/115-191,Blautia_coccoides_kamE
2876,Blautia_coccoides,kdd,26.2,NZ_UFVT01000001.1_4848/130-252,Blautia_coccoides_kdd
2877,Blautia_coccoides,ptb,89.2,NZ_UFVT01000001.1_2997/4-87,Blautia_coccoides_ptb
2878,Blautia_coccoides,thl,665.4,NZ_UFVT01000001.1_3006/1-392,Blautia_coccoides_thl
2879,Blautia_faecis,abfH,138.6,NZ_JAJCIA010000032.1_9/77-311,Blautia_faecis_abfH
2880,Blautia_faecis,abfT,18.3,NZ_JAJCIA010000025.1_46/14-126,Blautia_faecis_abfT
2881,Blautia_faecis,bcd,27.2,NZ_JAJCIA010000015.1_59/2-52,Blautia_faecis_bcd
2882,Blautia_faecis,buk,84.6,NZ_JAJCIA010000021.1_6/2-348,Blautia_faecis_buk
2883,Blautia_faecis,gcdA,84.3,NZ_JAJCIA010000006.1_121/8-144,Blautia_faecis_gcdA
2884,Blautia_faecis,hbd,35.9,NZ_JAJCIA010000010.1_35/1-93,Blautia_faecis_hbd
2885,Blautia_faecis,hgdC,192.0,NZ_JAJCIA010000010.1_77/4-260,Blautia_faecis_hgdC
2886,Blautia_faecis,kal,24.0,NZ_JAJCIA010000048.1_16/47-117,Blautia_faecis_kal
2887,Blautia_faecis,kamA,18.2,NZ_JAJCIA010000009.1_42/147-257,Blautia_faecis_kamA
2888,Blautia_faecis,kamE,19.2,NZ_JAJCIA010000020.1_54/391-473,Blautia_faecis_kamE
2889,Blautia_faecis,kce,242.5,NZ_JAJCIA010000008.1_62/1-265,Blautia_faecis_kce
2890,Blautia_faecis,ptb,100.1,NZ_JAJCIA010000021.1_5/4-331,Blautia_faecis_ptb
2891,Blautia_faecis,thl,52.9,NZ_JAJCIA010000007.1_58/77-192,Blautia_faecis_thl
2892,Blautia_glucerasea,abfH,140.4,NZ_JAAITU010000042.1_8/84-312,Blautia_glucerasea_abfH
2893,Blautia_glucerasea,abfT,17.3,NZ_JAAITU010000040.1_2/47-127,Blautia_glucerasea_abfT
2894,Blautia_glucerasea,bcd,26.0,NZ_JAAITU010000071.1_2/2-52,Blautia_glucerasea_bcd
2895,Blautia_glucerasea,buk,82.6,NZ_JAAITU010000003.1_92/102-349,Blautia_glucerasea_buk
2896,Blautia_glucerasea,gcdA,99.9,NZ_JAAITU010000002.1_51/6-462,Blautia_glucerasea_gcdA
2897,Blautia_glucerasea,hbd,23.2,NZ_JAAITU010000040.1_24/3-85,Blautia_glucerasea_hbd
2898,Blautia_glucerasea,hgdA,52.6,NZ_JAAITU010000008.1_73/73-421,Blautia_glucerasea_hgdA
2899,Blautia_glucerasea,hgdB,28.7,NZ_JAAITU010000008.1_72/10-77,Blautia_glucerasea_hgdB
2900,Blautia_glucerasea,hgdC,307.6,NZ_JAAITU010000008.1_72/301-557,Blautia_glucerasea_hgdC
2901,Blautia_glucerasea,kal,19.9,NZ_JAAITU010000021.1_42/34-110,Blautia_glucerasea_kal
2902,Blautia_glucerasea,kamA,15.1,NZ_JAAITU010000006.1_124/145-239,Blautia_glucerasea_kamA
2903,Blautia_glucerasea,kdd,30.6,NZ_JAAITU010000005.1_69/73-94,Blautia_glucerasea_kdd
2904,Blautia_glucerasea,ptb,103.3,NZ_JAAITU010000003.1_91/3-331,Blautia_glucerasea_ptb
2905,Blautia_glucerasea,thl,52.7,NZ_JAAITU010000034.1_33/126-191,Blautia_glucerasea_thl
2906,Blautia_luti,abfH,140.6,NZ_JADPGV010000002.1_83/84-317,Blautia_luti_abfH
2907,Blautia_luti,abfT,19.3,NZ_JADPGV010000010.1_85/48-127,Blautia_luti_abfT
2908,Blautia_luti,bcd,25.2,NZ_JADPGV010000037.1_20/3-52,Blautia_luti_bcd
2909,Blautia_luti,buk,78.6,NZ_JADPGV010000003.1_87/175-338,Blautia_luti_buk
2910,Blautia_luti,gcdA,84.3,NZ_JADPGV010000004.1_43/8-457,Blautia_luti_gcdA
2911,Blautia_luti,hbd,28.0,NZ_JADPGV010000004.1_36/377-413,Blautia_luti_hbd
2912,Blautia_luti,hgdA,52.1,NZ_JADPGV010000002.1_11/76-418,Blautia_luti_hgdA
2913,Blautia_luti,hgdB,83.1,NZ_JADPGV010000008.1_99/6-383,Blautia_luti_hgdB
2914,Blautia_luti,hgdC,308.0,NZ_JADPGV010000002.1_12/302-555,Blautia_luti_hgdC
2915,Blautia_luti,kamA,15.5,NZ_JADPGV010000009.1_100/145-246,Blautia_luti_kamA
2916,Blautia_luti,kamE,22.9,NZ_JADPGV010000008.1_34/116-194,Blautia_luti_kamE
2917,Blautia_luti,kdd,15.0,NZ_JADPGV010000001.1_168/180-303,Blautia_luti_kdd
2918,Blautia_luti,ptb,100.2,NZ_JADPGV010000003.1_86/5-332,Blautia_luti_ptb
2919,Blautia_luti,thl,55.8,NZ_JADPGV010000009.1_53/74-107,Blautia_luti_thl
2920,Blautia_massiliensis,abfH,172.0,NZ_JAAIUS010000029.1_3/69-380,Blautia_massiliensis_abfH
2921,Blautia_massiliensis,abfT,13.4,NZ_JAAIUS010000002.1_74/47-126,Blautia_massiliensis_abfT
2922,Blautia_massiliensis,bcd,48.8,NZ_JAAIUS010000016.1_75/263-393,Blautia_massiliensis_bcd
2923,Blautia_massiliensis,buk,77.9,NZ_JAAIUS010000002.1_199/102-336,Blautia_massiliensis_buk
2924,Blautia_massiliensis,gcdA,84.7,NZ_JAAIUS010000013.1_18/4-458,Blautia_massiliensis_gcdA
2925,Blautia_massiliensis,hbd,24.3,NZ_JAAIUS010000004.1_77/376-410,Blautia_massiliensis_hbd
2926,Blautia_massiliensis,hgdA,63.8,NZ_JAAIUS010000006.1_5/54-425,Blautia_massiliensis_hgdA
2927,Blautia_massiliensis,hgdB,32.6,NZ_JAAIUS010000006.1_5/74-419,Blautia_massiliensis_hgdB
2928,Blautia_massiliensis,hgdC,296.3,NZ_JAAIUS010000006.1_6/303-563,Blautia_massiliensis_hgdC
2929,Blautia_massiliensis,kal,16.7,NZ_JAAIUS010000020.1_18/28-100,Blautia_massiliensis_kal
2930,Blautia_massiliensis,kamA,23.4,NZ_JAAIUS010000003.1_88/7-65,Blautia_massiliensis_kamA
2931,Blautia_massiliensis,kamE,25.4,NZ_JAAIUS010000005.1_166/115-196,Blautia_massiliensis_kamE
2932,Blautia_massiliensis,kdd,19.8,NZ_JAAIUS010000015.1_5/106-133,Blautia_massiliensis_kdd
2933,Blautia_massiliensis,ptb,102.6,NZ_JAAIUS010000002.1_200/3-333,Blautia_massiliensis_ptb
2934,Blautia_massiliensis,thl,43.4,NZ_JAAIUS010000003.1_145/148-191,Blautia_massiliensis_thl
2935,Blautia_producta,abfD,888.4,NZ_CP035945.1_1478/1-484,Blautia_producta_abfD
2936,Blautia_producta,abfH,150.8,NZ_CP035945.1_5476/28-382,Blautia_producta_abfH
2937,Blautia_producta,atoA,28.0,NZ_CP035945.1_3158/321-428,Blautia_producta_atoA
2938,Blautia_producta,bcd,632.8,NZ_CP035945.1_1474/7-376,Blautia_producta_bcd
2939,Blautia_producta,buk,490.0,NZ_CP035945.1_206/2-353,Blautia_producta_buk
2940,Blautia_producta,cro,438.5,NZ_CP035945.1_1476/5-256,Blautia_producta_cro
2941,Blautia_producta,gcdA,103.8,NZ_CP035945.1_4136/3-461,Blautia_producta_gcdA
2942,Blautia_producta,hbd,408.4,NZ_CP035945.1_1475/1-277,Blautia_producta_hbd
2943,Blautia_producta,hgdA,27.3,NZ_CP035945.1_4649/100-206,Blautia_producta_hgdA
2944,Blautia_producta,hgdB,69.7,NZ_CP035945.1_4649/13-389,Blautia_producta_hgdB
2945,Blautia_producta,hgdC,243.7,NZ_CP035945.1_4647/4-262,Blautia_producta_hgdC
2946,Blautia_producta,kamA,369.1,NZ_CP035945.1_225/2-342,Blautia_producta_kamA
2947,Blautia_producta,kamE,39.3,NZ_CP035945.1_5173/115-191,Blautia_producta_kamE
2948,Blautia_producta,kdd,26.2,NZ_CP035945.1_2689/130-252,Blautia_producta_kdd
2949,Blautia_producta,thl,667.6,NZ_CP035945.1_1477/1-392,Blautia_producta_thl
2950,Blautia_stercoris,abfH,154.7,NZ_JACRTP010000001.1_705/27-383,Blautia_stercoris_abfH
2951,Blautia_stercoris,atoA,27.4,NZ_JACRTP010000002.1_28/321-430,Blautia_stercoris_atoA
2952,Blautia_stercoris,bcd,21.3,NZ_JACRTP010000005.1_203/2-51,Blautia_stercoris_bcd
2953,Blautia_stercoris,buk,92.3,NZ_JACRTP010000001.1_273/2-24,Blautia_stercoris_buk
2954,Blautia_stercoris,gcdA,93.8,NZ_JACRTP010000001.1_101/4-144,Blautia_stercoris_gcdA
2955,Blautia_stercoris,hbd,19.4,NZ_JACRTP010000001.1_178/2-79,Blautia_stercoris_hbd
2956,Blautia_stercoris,hgdA,61.4,NZ_JACRTP010000014.1_4/56-425,Blautia_stercoris_hgdA
2957,Blautia_stercoris,hgdB,38.6,NZ_JACRTP010000014.1_4/73-418,Blautia_stercoris_hgdB
2958,Blautia_stercoris,hgdC,284.2,NZ_JACRTP010000014.1_5/303-563,Blautia_stercoris_hgdC
2959,Blautia_stercoris,kamA,20.5,NZ_JACRTP010000002.1_435/152-255,Blautia_stercoris_kamA
2960,Blautia_stercoris,kamE,32.9,NZ_JACRTP010000002.1_29/6-128,Blautia_stercoris_kamE
2961,Blautia_stercoris,ptb,14.8,NZ_JACRTP010000001.1_269/24-92,Blautia_stercoris_ptb
2962,Blautia_stercoris,thl,63.8,NZ_JACRTP010000001.1_419/75-109,Blautia_stercoris_thl
2963,Bordetella_hinzii,abfH,152.8,NZ_CP021395.1_4097/72-361,Bordetella_hinzii_abfH
2964,Bordetella_hinzii,abfT,331.1,NZ_CP021395.1_2382/18-413,Bordetella_hinzii_abfT
2965,Bordetella_hinzii,atoA,288.6,NZ_CP021395.1_2880/5-214,Bordetella_hinzii_atoA
2966,Bordetella_hinzii,atoD,254.6,NZ_CP021395.1_2879/7-216,Bordetella_hinzii_atoD
2967,Bordetella_hinzii,bcd,474.7,NZ_CP021395.1_1602/6-390,Bordetella_hinzii_bcd
2968,Bordetella_hinzii,buk,46.0,NZ_CP021395.1_142/6-22,Bordetella_hinzii_buk
2969,Bordetella_hinzii,but,231.8,NZ_CP021395.1_2382/16-410,Bordetella_hinzii_but
2970,Bordetella_hinzii,cro,393.0,NZ_CP021395.1_1829/1-258,Bordetella_hinzii_cro
2971,Bordetella_hinzii,gcdA,176.0,NZ_CP021395.1_1600/18-456,Bordetella_hinzii_gcdA
2972,Bordetella_hinzii,gcdB,40.6,NZ_CP021395.1_1563/84-218,Bordetella_hinzii_gcdB
2973,Bordetella_hinzii,gctA,65.6,NZ_CP021395.1_1562/29-265,Bordetella_hinzii_gctA
2974,Bordetella_hinzii,gctB,40.6,NZ_CP021395.1_1563/84-218,Bordetella_hinzii_gctB
2975,Bordetella_hinzii,hbd,400.2,NZ_CP021395.1_1860/2-291,Bordetella_hinzii_hbd
2976,Bordetella_hinzii,hgdC,15.3,NZ_CP021395.1_3699/280-356,Bordetella_hinzii_hgdC
2977,Bordetella_hinzii,kal,24.1,NZ_CP021395.1_2230/61-99,Bordetella_hinzii_kal
2978,Bordetella_hinzii,kce,228.0,NZ_CP021395.1_4373/1-116,Bordetella_hinzii_kce
2979,Bordetella_hinzii,kdd,13.1,NZ_CP021395.1_1894/80-188,Bordetella_hinzii_kdd
2980,Bordetella_hinzii,ptb,344.2,NZ_CP021395.1_141/9-306,Bordetella_hinzii_ptb
2981,Bordetella_hinzii,thl,575.6,NZ_CP021395.1_2647/1-393,Bordetella_hinzii_thl
2982,Brachybacterium_ginsengisoli,bcd,226.2,NZ_CP023564.1_193/84-441,Brachybacterium_ginsengisoli_bcd
2983,Brachybacterium_ginsengisoli,buk,58.2,NZ_CP023564.1_2451/7-23,Brachybacterium_ginsengisoli_buk
2984,Brachybacterium_ginsengisoli,cro,174.5,NZ_CP023564.1_867/63-324,Brachybacterium_ginsengisoli_cro
2985,Brachybacterium_ginsengisoli,gcdA,95.4,NZ_CP023564.1_1205/25-502,Brachybacterium_ginsengisoli_gcdA
2986,Brachybacterium_ginsengisoli,hbd,269.1,NZ_CP023564.1_3360/5-312,Brachybacterium_ginsengisoli_hbd
2987,Brachybacterium_ginsengisoli,kdd,26.1,NZ_CP023564.1_1132/143-268,Brachybacterium_ginsengisoli_kdd
2988,Brachybacterium_ginsengisoli,ptb,97.3,NZ_CP023564.1_2450/374-692,Brachybacterium_ginsengisoli_ptb
2989,Brachybacterium_ginsengisoli,thl,466.0,NZ_CP023564.1_192/1-404,Brachybacterium_ginsengisoli_thl
2990,Brachybacterium_paraconglomeratum,abfT,14.6,NZ_ML133855.1_89/8-47,Brachybacterium_paraconglomeratum_abfT
2991,Brachybacterium_paraconglomeratum,atoA,290.2,NZ_ML133855.1_89/5-209,Brachybacterium_paraconglomeratum_atoA
2992,Brachybacterium_paraconglomeratum,atoD,229.9,NZ_ML133855.1_90/14-217,Brachybacterium_paraconglomeratum_atoD
2993,Brachybacterium_paraconglomeratum,bcd,213.2,NZ_ML133859.1_114/91-449,Brachybacterium_paraconglomeratum_bcd
2994,Brachybacterium_paraconglomeratum,buk,67.4,NZ_ML133851.1_502/202-354,Brachybacterium_paraconglomeratum_buk
2995,Brachybacterium_paraconglomeratum,cro,243.3,NZ_ML133852.1_17/7-261,Brachybacterium_paraconglomeratum_cro
2996,Brachybacterium_paraconglomeratum,gcdA,105.7,NZ_ML133858.1_103/23-505,Brachybacterium_paraconglomeratum_gcdA
2997,Brachybacterium_paraconglomeratum,hbd,276.1,NZ_ML133853.1_219/2-310,Brachybacterium_paraconglomeratum_hbd
2998,Brachybacterium_paraconglomeratum,hgdC,13.3,NZ_ML133858.1_85/37-91,Brachybacterium_paraconglomeratum_hgdC
2999,Brachybacterium_paraconglomeratum,kamA,14.4,NZ_ML133851.1_352/135-166,Brachybacterium_paraconglomeratum_kamA
3000,Brachybacterium_paraconglomeratum,kdd,28.5,NZ_ML133854.1_298/145-268,Brachybacterium_paraconglomeratum_kdd
3001,Brachybacterium_paraconglomeratum,ptb,103.4,NZ_ML133851.1_501/412-738,Brachybacterium_paraconglomeratum_ptb
3002,Brachybacterium_paraconglomeratum,thl,484.6,NZ_ML133859.1_115/1-404,Brachybacterium_paraconglomeratum_thl
3003,Brachymonas_chironomi,abfH,138.2,NZ_KB894766.1_104/71-379,Brachymonas_chironomi_abfH
3004,Brachymonas_chironomi,abfT,564.2,NZ_KB894765.1_436/1-429,Brachymonas_chironomi_abfT
3005,Brachymonas_chironomi,atoA,278.6,NZ_KB894769.1_105/5-212,Brachymonas_chironomi_atoA
3006,Brachymonas_chironomi,atoD,247.3,NZ_KB894769.1_106/9-216,Brachymonas_chironomi_atoD
3007,Brachymonas_chironomi,bcd,522.6,NZ_KB894765.1_455/3-374,Brachymonas_chironomi_bcd
3008,Brachymonas_chironomi,buk,57.4,NZ_KB894769.1_137/2-24,Brachymonas_chironomi_buk
3009,Brachymonas_chironomi,but,659.9,NZ_KB894765.1_437/5-446,Brachymonas_chironomi_but
3010,Brachymonas_chironomi,cro,380.8,NZ_KB894766.1_74/1-259,Brachymonas_chironomi_cro
3011,Brachymonas_chironomi,gcdA,188.2,NZ_KB894765.1_449/16-529,Brachymonas_chironomi_gcdA
3012,Brachymonas_chironomi,gctA,32.6,NZ_KB894769.1_106/3-121,Brachymonas_chironomi_gctA
3013,Brachymonas_chironomi,hbd,431.4,NZ_KB894773.1_43/1-284,Brachymonas_chironomi_hbd
3014,Brachymonas_chironomi,kal,24.8,NZ_KB894769.1_4/50-129,Brachymonas_chironomi_kal
3015,Brachymonas_chironomi,kamA,17.6,NZ_KB894766.1_137/25-100,Brachymonas_chironomi_kamA
3016,Brachymonas_chironomi,kce,276.8,NZ_KB894765.1_356/6-275,Brachymonas_chironomi_kce
3017,Brachymonas_chironomi,kdd,11.9,NZ_KB894768.1_15/176-250,Brachymonas_chironomi_kdd
3018,Brachymonas_chironomi,ptb,340.2,NZ_KB894772.1_35/172-468,Brachymonas_chironomi_ptb
3019,Brachymonas_chironomi,thl,571.8,NZ_KB894767.1_6/1-393,Brachymonas_chironomi_thl
3020,Brachyspira_aalborgi,abfH,129.8,NZ_SAYK01000004.1_58/82-381,Brachyspira_aalborgi_abfH
3021,Brachyspira_aalborgi,abfT,37.6,NZ_SAYK01000008.1_347/7-46,Brachyspira_aalborgi_abfT
3022,Brachyspira_aalborgi,atoA,358.3,NZ_SAYK01000008.1_347/6-215,Brachyspira_aalborgi_atoA
3023,Brachyspira_aalborgi,atoD,299.8,NZ_SAYK01000008.1_348/1-215,Brachyspira_aalborgi_atoD
3024,Brachyspira_aalborgi,bcd,874.6,NZ_SAYK01000003.1_138/2-640,Brachyspira_aalborgi_bcd
3025,Brachyspira_aalborgi,buk,81.9,NZ_SAYK01000004.1_161/2-22,Brachyspira_aalborgi_buk
3026,Brachyspira_aalborgi,but,18.0,NZ_SAYK01000008.1_347/7-40,Brachyspira_aalborgi_but
3027,Brachyspira_aalborgi,cro,468.8,NZ_SAYK01000006.1_63/1-251,Brachyspira_aalborgi_cro
3028,Brachyspira_aalborgi,gcdA,152.4,NZ_SAYK01000008.1_72/6-491,Brachyspira_aalborgi_gcdA
3029,Brachyspira_aalborgi,gcdB,23.0,NZ_SAYK01000008.1_347/1-38,Brachyspira_aalborgi_gcdB
3030,Brachyspira_aalborgi,gctB,23.0,NZ_SAYK01000008.1_347/1-38,Brachyspira_aalborgi_gctB
3031,Brachyspira_aalborgi,hbd,431.4,NZ_SAYK01000006.1_62/1-279,Brachyspira_aalborgi_hbd
3032,Brachyspira_aalborgi,hgdC,232.1,NZ_SAYK01000006.1_8/3-256,Brachyspira_aalborgi_hgdC
3033,Brachyspira_aalborgi,kal,20.9,NZ_SAYK01000003.1_480/29-52,Brachyspira_aalborgi_kal
3034,Brachyspira_aalborgi,kamA,20.5,NZ_SAYK01000005.1_6/128-234,Brachyspira_aalborgi_kamA
3035,Brachyspira_aalborgi,ptb,93.7,NZ_SAYK01000001.1_32/3-318,Brachyspira_aalborgi_ptb
3036,Brachyspira_aalborgi,thl,671.0,NZ_SAYK01000006.1_64/1-395,Brachyspira_aalborgi_thl
3037,Brachyspira_pilosicoli,abfH,132.2,NC_014330.1_138/81-379,Brachyspira_pilosicoli_abfH
3038,Brachyspira_pilosicoli,abfT,445.6,NC_014330.1_692/1-440,Brachyspira_pilosicoli_abfT
3039,Brachyspira_pilosicoli,atoA,69.5,NC_014330.1_621/282-509,Brachyspira_pilosicoli_atoA
3040,Brachyspira_pilosicoli,atoD,105.6,NC_014330.1_621/4-244,Brachyspira_pilosicoli_atoD
3041,Brachyspira_pilosicoli,bcd,875.4,NC_014330.1_693/2-640,Brachyspira_pilosicoli_bcd
3042,Brachyspira_pilosicoli,buk,86.5,NC_014330.1_77/2-44,Brachyspira_pilosicoli_buk
3043,Brachyspira_pilosicoli,but,784.5,NC_014330.1_692/1-449,Brachyspira_pilosicoli_but
3044,Brachyspira_pilosicoli,cro,469.1,NC_014330.1_688/1-251,Brachyspira_pilosicoli_cro
3045,Brachyspira_pilosicoli,gcdA,163.7,NC_014330.1_962/6-492,Brachyspira_pilosicoli_gcdA
3046,Brachyspira_pilosicoli,gcdB,21.7,NC_014330.1_621/292-404,Brachyspira_pilosicoli_gcdB
3047,Brachyspira_pilosicoli,gctB,21.7,NC_014330.1_621/292-404,Brachyspira_pilosicoli_gctB
3048,Brachyspira_pilosicoli,hbd,434.2,NC_014330.1_687/1-279,Brachyspira_pilosicoli_hbd
3049,Brachyspira_pilosicoli,hgdA,41.6,NC_014330.1_715/90-381,Brachyspira_pilosicoli_hgdA
3050,Brachyspira_pilosicoli,hgdB,99.2,NC_014330.1_715/8-382,Brachyspira_pilosicoli_hgdB
3051,Brachyspira_pilosicoli,hgdC,243.0,NC_014330.1_87/4-256,Brachyspira_pilosicoli_hgdC
3052,Brachyspira_pilosicoli,kal,19.9,NC_014330.1_751/29-52,Brachyspira_pilosicoli_kal
3053,Brachyspira_pilosicoli,kamA,26.5,NC_014330.1_538/128-233,Brachyspira_pilosicoli_kamA
3054,Brachyspira_pilosicoli,kamE,13.2,NC_014330.1_372/765-808,Brachyspira_pilosicoli_kamE
3055,Brachyspira_pilosicoli,kdd,20.6,NC_014330.1_2263/68-89,Brachyspira_pilosicoli_kdd
3056,Brachyspira_pilosicoli,ptb,86.3,NC_014330.1_2129/4-320,Brachyspira_pilosicoli_ptb
3057,Brachyspira_pilosicoli,thl,699.4,NC_014330.1_1504/1-390,Brachyspira_pilosicoli_thl
3058,Bradyrhizobium_denitrificans,abfH,52.4,NZ_JAFCLK010000030.1_88/77-355,Bradyrhizobium_denitrificans_abfH
3059,Bradyrhizobium_denitrificans,abfT,124.5,NZ_JAFCLK010000009.1_138/10-177,Bradyrhizobium_denitrificans_abfT
